CHAPTER_ID	TEXT_ID	PARAGRAPH_ID	TEXT	LABEL
7	1763	515	Rondom het huis stonden honderden menschen, die of te-paard den wagen van den resident hadden begeleid, of tot het gevolg der saamgeroepen	E
7	1764	515	Hoofden behoorden.	C
7	1765	515	De policie- en bureau-oppassers liepen bedryvig heen-en-weer.	E
7	1766	515	Kortom, alles toonde aan dat de eentonigheid op dat vergeten plekje gronds in den javaschen	C
7	1767	515	Westhoek, voor een oogenblik werd afgebroken door wat leven.	C
7	1768	516	Weldra reed de fraaie wagen van den Adhipatti 't voorplein op.	E
7	1769	516	De resident en Havelaar, schitterend van goud en zilver, maar ietwat struikelend over hun degens, stapten er in, en begaven zich naar de woning van den Regent, waar ze met muziek van gongs en gamlangs ontvangen werden.	C
7	1770	516	Ook Verbrugge, die zich van zyn bemodderd kostuum had ontdaan, was reeds daar aangekomen.	C
7	1771	516	De mindere Hoofden zaten in een grooten kring, naar oostersche wyze op matten op den grond, en aan 't eind van de lange galery stond een tafel, waaraan de resident, de Adhipatti, de adsistent-resident, de kontroleur en een zestal Hoofden plaats namen.	C
7	1772	516	Men diende thee met gebak rond, en de eenvoudige plechtigheid begon.	E
7	1773	517	De resident stond op, en las het besluit van den Gouverneur-generaal voor, waarby Max Havelaar was aangesteld tot adsistent-resident van de afdeeling Bantan-Kidoel of Zuid-Bantam, zooals Lebak door de inlanders genoemd wordt.	E
7	1774	517	Hy nam daarna 't staatsblad waarin de eed stond die tot de aanvaarding van bedieningen in 't algemeen voorgeschreven is, en houdende: iets beloofd of gegeven heeft, beloven of geven zal;	C
7	1775	517	dat men gehouw en getrouw zal zijn aan zijne Majesteit den Koning der Nederlanden; gehoorzaam aan zijner Majesteits vertegenwoordiger in de Indische gewesten; dat men stiptelijk zal opvolgen en doen opvolgen de wetten en bepalingen, die gegeven zijn of gegeven zullen worden, en dat men zich in alles zal gedragen gelijk een goed... (hier: adsistent-resident) betaamt.	C
7	1776	518	Hierop volgde natuurlyk het sakramenteele: ” zoo waarlijk helpe mij God Almachtig.	C
7	1777	519	Havelaar sprak de voorgelezen woorden na.	E
7	1778	519	Als in dezen eed begrepen, had eigenlyk moeten worden beschouwd de belofte: de inlandsche bevolking, te zullen beschermen tegen uitzuiging, en onderdrukking.	C
7	1779	519	Want, zwerende dat men de bestaande wetten en bepalingen zou handhaven, behoefde men slechts het oog te slaan op de talryke voorschriften dienaangaande, om intezien dat eigenlyk een byzondere eed hieromtrent niet te-pas kwam.	C
7	1780	519	Maar de wetgever schynt gemeend te hebben dat overvloed van goed niet schaden kan, althans men vordert van de adsistent-residenten een afzonderlyken eed, waarby die verplichting omtrent den geringen man nogeens uitdrukkelyk vermeld wordt.	C
7	1781	519	Havelaar moest dus andermaal ”God Almachtig“ tot getuige nemen by de belofte: dat hy de ” inlandsche bevolking, beschermen zou tegen onderdrukking, mishandeling en knevelarij.	E
7	1782	520	Voor een fynen opmerker zou 't de moeite waard zyn geweest, het onderscheid gadeteslaan tusschen houding en toon van den resident en van Havelaar	C
7	1783	520	by deze gelegenheid.	C
7	1784	520	Beiden hadden zy dusdanige plechtigheid meermalen bygewoond.	C
7	1785	520	Het onderscheid dat ik bedoel, lag dus niet in 't meer of min getroffen zyn door het nieuwe en ongewone, doch werd alleen veroorzaakt door 't uiteenloopende der karakters en begrippen van deze beide personen.	C
7	1786	520	De resident sprak wel iets sneller dan gewoonlyk, daar hy 't besluit en de eeden slechts behoefde vóórtelezen, 'tgeen hem de moeite bespaarde naar zyn slotwoorden te zoeken, maar toch geschiedde van zyn kant alles, met een deftigheid en een ernst, die den oppervlakkigen beschouwer een zeer hoog denkbeeld moesten inboezemen van 't gewicht dat hy aan de zaak hechtte.	C
7	1787	520	Havelaar integendeel, toen hy met opgeheven vinger de eeden nasprak, had iets in gelaat, stem en houding, alsof hy zeggen wilde:	S
7	1788	520	”dat spreekt vanzelf, ook zonder God Almachtig, zou ik dat doen“ en wie menschkunde bezat, zou meer vertrouwd hebben op zyn ongedwongenheid en schynbare onverschilligheid, dan op de ambtelyke deftigheid van den resident.	C
7	1789	521	Is 't niet inderdaad bespottelyk, te meenen dat de man die geroepen is recht te spreken, de man aan wien het wel of wee van duizenden is in handen gegeven, zich zou gebonden achten door een paar uitgesproken klanken, wanneer hy niet, ook zonder die klanken, zich daartoe gedrongen voelt door zyn eigen hart?	S
7	1790	522	Wy gelooven van Havelaar, dat hy de armen en onderdrukten, waar hy die mocht aantreffen, zou beschermd hebben, al had hy by ”God Almachtig“ het tegendeel beloofd.	C
7	1791	523	Daarop volgde een toespraak van den resident tot de Hoofden, waarop hy hun den adsistent-resident als opperhoofd der Afdeeling voorstelde, hen uitnoodigde hem te gehoorzamen, hun verplichtingen stipt natekomen, en dergelyke gemeenplaatsen meer.	E
7	1792	523	De hoofden werden daarop één-voor-één by name aan Havelaar voorgesteld.	E
7	1793	523	Hy reikte ieder de hand, en de ”installatie	E
7	1794	523	“ was afgeloopen.	E
7	1795	524	Men gebruikte ten-huize van den Adhipatti 't middagmaal, waartoe ook de kommandant Duclari genoodigd was.	C
7	1796	524	Terstond na afloop daarvan, stapte de resident die gaarne nog dien avend te Serang wilde terug zyn:	E
7	1797	525	- Omdat.	C
7	1798	525	Hy.	C
7	1799	525	Het.	C
7	1800	525	Zoo.	C
7	1801	525	Byzonder.	S
7	1802	525	Druk.	C
7	1803	525	Had.	C
7	1804	526	weder in zyn reiswagen, en zoo keerde Rangkas-Betoeng weldra terug tot een stilte, als te verwachten is van een javasche binnenpost die door slechts weinig Europeanen bewoond werd en daarenboven niet aan den grooten weg gelegen was.	C
7	1805	527	De kennismaking tusschen Duclari en Havelaar was spoedig op een gemakkelyken voet gebracht.	C
7	1806	527	De Adhipatti gaf blyken van ingenomenheid met zyn nieuwen	C
7	1807	527	”ouder broeder“ en Verbrugge verhaalde later dat ook de resident, dien hy op zyn terugreis naar Serang een eind wegs-uitgeleide had gedaan, zich zeer gunstig over de familie Havelaar, die op haar doortocht naar Lebak eenige dagen ten-zynen-huize vertoefde, had uitgelaten.	C
7	1808	527	Ook zeide hy dat Havelaar, by de Regeering goed aangeteekend staande, hoogstwaarschynIyk spoedig tot een hooger ambt bevorderd, of althans naar een meer ”voordeelige“ afdeeling verplaatst worden zou.	E
7	1809	528	Max en ”zyn	C
7	1810	528	Tine	C
7	1811	528	“ waren eerst onlangs van een reis naar Europa teruggekeerd, en gevoelden zich vermoeid van wat ik eens zeer eigenaardig een koffertjes-leven heb hooren noemen.	S
7	1812	528	Zy achtten zich dus gelukkig, na veel omzwervens eindelyk weder eens een plek te bewonen waar zy zouden te-huis behooren.	C
7	1813	528	Vóór hun reis naar Europa, was Havelaar adsistent-resident van Amboina geweest, waar hy met veel moeielykheden had te stryden gehad, omdat de bevolking van dat eiland in een gistenden en oproerigen toestand verkeerde ten-gevolge van de vele verkeerde maatregelen die in den laatsten tyd genomen waren.	C
7	1814	529	Niet zonder veerkracht had hy dezen geest van verzet weten te onderdrukken, doch uit verdriet over de weinige hulp die men hem hierin van-hoogerhand verleende, en uit ergernis over 't ellendig bestuur dat sedert eeuwen de heerlyke streken der Molukken ontvolkt en bederft...	S
7	1815	530	De belangstellende lezer trachte te lezen te krygen wat over dit onderwerp reeds in 1825 door den baron Van der Capellen geschreven werd, en kan de Publikatien van dezen menschenvriend vinden in het Indische Staatsblad van dat jaar.	C
7	1816	530	De toestand is er sedert dien tyd niet beter op geworden!	E
7	1817	531	Hoe dit zy,	C
7	1818	531	Havelaar deed te Amboina wat hy mocht en kon, maar uit ergernis over gebrek aan medewerking van hen die in de eerste plaats geroepen waren zyn pogingen te steunen, was hy ziek geworden, en dit had hem bewogen naar Europa te vertrekken.	S
7	1819	531	Strikt genomen had hy by wederplaatsing aanspraak gehad op beter keuze dan de arme geenszins welvarende afdeeling Lebak, daar zyn werkkring te Amboina van grooter gewicht was, en hy dáár, zonder resident boven zich, geheel op zichzelf gestaan had.	C
7	1820	531	Bovendien was er, reeds voor hy naar Amboina vertrok, spraak van geweest hem tot resident te verheffen, en het bevreemdde dus sommigen dat hem thans het bestuur eener Afdeeling werd opgedragen, die aan kultuur-emolumenten zoo weinig opbracht, dewyl velen het belang eener bediening naar de daaraan verbonden inkomsten afmeten.	C
7	1821	531	Hyzelf echter beklaagde zich hierover volstrekt niet, want zyn eerzucht was geenszins van dien aard, dat hy bedelen zou om hoogeren rang of meer gewin.	S
7	1822	532	En dit laatste ware hem toch goed te-stade gekomen!	S
7	1823	532	Want op zyn reizen in Europa had hy het weinige uitgegeven, dat hy in vorige jaren had overgegaard.	C
7	1824	532	Zelfs had hy daar schulden achtergelaten, en hy was dus, in één woord, arm.	S
7	1825	532	Doch nooit had hy zyn ambt beschouwd als een geldwinning, en by zyn benoeming naar Lebak nam hy zich met tevredenheid voor, het achterstallige door zuinigheid intehalen, in welk voornemen zyn vrouw die zoo eenvoudig was in smaak en behoeften, hem met groot genoegen ondersteunen zou.	C
7	1826	533	Maar zuinigheid viel Havelaar moeielyk.	S
7	1827	533	Hy voor zichzelf kon zich tot het strikt-noodige bepalen.	S
7	1828	533	Ja, zonder de minste inspanning kon hy binnen de grens daarvan blyven, doch waar anderen hulp behoefden, was hem 't helpen, het geven, een ware hartstocht.	S
7	1829	533	Hyzelf zag dit zwak in, beredeneerde met al 't gezond verstand dat hem gegeven was, hoe onrecht hy deed, iemand te ondersteunen, waar hyzelf meer aanspraak zou gehad hebben op zyn eigen hulp... gevoelde dit onrecht nog levendiger, wanneer ook ”zyn Tine“ en Max, die hy beiden zoo lief had, te lyden hadden onder de gevolgen zyner vrygevigheid...	S
7	1830	533	hy verweet zich zyn goedhartigheid als zwakte, als ydelheid, als zucht om voor een verkleeden prins doortegaan...	S
7	1831	533	hy beloofde zich beterschap, en toch...	S
7	1832	533	telkens als deze of gene zich aan hem wist voortedoen als 't slachtoffer van tegenspoed, vergat hy alles om te helpen.	S
7	1833	533	En dit in-weerwil der bittere ondervinding van de gevolgen dezer door overdryving tot fout geworden deugd.	S
7	1834	533	Acht dagen vóór de geboorte van zyn kleinen Max, bezat hy 't noodige niet om 't yzeren wiegje te koopen waarin zyn lieveling rusten zou, en weinig tyds te-voren	C
7	1835	533	nog had hy de weinige versierselen zyner vrouw opgeofferd, om iemand bytestaan, die gewis in beter omstandigheden verkeerde dan hyzelf.	S
7	1836	534	Maar dit alles lag al weer ver achter hen toen zy waren aangekomen te Lebak !	C
7	1837	534	Met vroolyke kalmte hadden zy bezit genomen van het huis:	C
7	1838	534	”waar ze nu toch eenigen tyd hoopten te blyven.	C
7	1839	534	Met een eigenaardig genot hadden zy te Batavia de meubelen besteld, die alles zoo comfortable en gezellig maken zouden.	C
7	1840	534	Zy toonden elkaar de plekken waar ze zouden ontbyten, waar kleine Max spelen zou, waar de bibliotheek zou staan, waar hy 's avends haar zou voorlezen wat hy dien dag geschreven had, want hy was altyd bezig met het ontwikkelen zyner denkbeelden op 't papier...	C
7	1841	534	en:	S
7	1842	534	”eens zou dat gedrukt worden, meende Tine, en dan zou men zien wie haar Max was!	S
7	1843	534	Maar nooit had hy iets ter-perse laten leggen van wat er in zyn hoofd omging, omdat zekere schroom hem bezielde, die wel iets zweemde naar eerbaarheid.	S
7	1844	534	Hyzelf althans wist dezen schroom niet beter te beschryven, dan door aan wie hem aanspoorden tot publiciteit, te vragen:	S
7	1845	534	”zoudt gy uw dochter op-straat laten loopen zonder hemd?	S
7	1846	535	Dit was dan weer een van de vele boutades, die zyn omgeving deden zeggen dat ”die Havelaar toch een zonderling mensch was, en ik beweer het tegendeel niet.	S
7	1847	535	Maar als men de moeite nam zyn ongewone wyze van spreken te vertalen, zou men in die vreemde vraag over het toilet van een meisje, wellicht den tekst gevonden hebben voor een verhandeling over de kuisheid van den geest, die schuw is voor de blikken van den lompen voorbyganger, en zich terugtrekt in een hulsel van maagdelyke schroomvalligheid.	C
7	1848	536	Ja, ze zouden gelukkig zyn te Rangkas-Betoeng, Havelaar en zyn Tine!	S
7	1849	536	De eenige zorg die hen drukte, waren de schulden die zy in Europa hadden achtergelaten, verhoogd met de nog onbetaalde kosten der terugreis naar Indie, en met de uitgaven voor 't meubelen hunner woning.	C
7	1850	536	Maar nood was er niet.	C
7	1851	536	Ze zouden immers leven van de helft, van een derde zyner inkomsten?	S
7	1852	536	Misschien ook, ja waarschynlyk, zou hy spoedig resident worden, en dan werd alles makkelyk geregeld in weinig tyds...	C
7	1853	537	- Hoewel 't my erg spyten zou, Tine, Lebak te verlaten, want er is hier veel te doen.	S
7	1854	537	Je moet heel zuinig wezen, beste, dan kunnen wy misschien alles afdoen, ook zonder bevordering...	S
7	1855	537	en dan hoop ik lang hier te blyven, heel lang!	S
7	1856	538	Een aansporing tot zuinigheid nu, behoefte hy tot háár niet te richten.	C
7	1857	538	Zy had er waarlyk geen schuld aan, dat spaarzaamheid noodig was geworden, doch ze had zich zoo vereenzelvigd met haar Max, dat ze die aansporing geenszins opvatte als een verwyt, wat het dan ook niet was.	S
7	1858	538	Want Havelaar wist zeer goed dat hy alleen gefaald had door zyn te ver gedreven vrygevigheid, en dat haar fout - àls er dan een fout bestond aan hare zyde - alleen hierin had gelegen, dat ze uit liefde voor Max altyd alles had goedgekeurd wat hy deed.	C
7	1859	539	Ja, zy had het goed gevonden, toen hy die beide arme vrouwen uit de Nieuwstraat, die nooit Amsterdam hadden verlaten, en nooit waren	C
7	1860	539	“uitgeweest” rondleidde op de Haarlemmer kermis, onder 't koddig voorwendsel dat de Koning hem belast had met:	E
7	1861	539	“het amuzeeren van oude vrouwtjes die zich zoo goed gedragen hadden”.	C
7	1862	539	Zy vond het goed dat hy de weeskinderen uit alle gestichten te Amsterdam op koek en amandelmelk onthaalde, en ze overlaadde met speelgoed.	S
7	1863	539	Zy begreep volkomen dat hy de logementsrekening van de familie arme zangers betaalde, die terug wilden naar hun land, maar niet gaarne de have achterlieten, waartoe de harp behoorde, en de viool, en de bas, die zy zoo noodig hadden voor hun schamel bedryf.	C
7	1864	539	Zy kon het niet afkeuren dat hy 't meisje tot haar bracht, dat 'savends op de straat hem had aangesproken... dat hy haar te eten gaf en herbergde, en 't àl te goedkoop	S
7	1865	539	“ga heen, en zondig niet meer!	S
7	1866	539	” niet uitsprak, voor hy haar dat “niet zondigen	S
7	1867	539	” had mogelyk gemaakt.	S
7	1868	539	Zy vond het zeer schoon in haar Max, dat hy 't klavier liet terugbrengen in de voorkamer van den huisvader, dien hy had hooren zeggen hoe leed het hem deed dat de meisjes verstoken waren van muziek	S
7	1869	539	“na dat bankroet.	C
7	1870	539	” Zy begreep zeer goed dat haar Max de slavenfamilie vrykocht te Menado, die zoo bitter bedroefd was te moeten stygen op de tafel des afslagers.	S
7	1871	539	Zy vond het natuurlyk dat Max paarden weergaf aan de Alfoeren in de Minahassa, wier paarden waren doodgereden door de officieren van de Bayonnaise.	C
7	1872	539	Zy had er niet tegen dat hy te Menado en te Amboina de schipbreukelingen der amerikaansche whalers by zich riep en verzorgde, en zich te grand seigneur achtte om een herbergiersrekening voorteleggen aan 't amerikaansch Gouvernement.	C
7	1873	539	Zy begreep volkomen waarom de officieren van byna elk aangekomen oorlogschip grootendeels by Max logeerden, en dat zyn huis hun geliefd pied-à-terre was.	C
7	1874	540	Was hy niet háár Max?	S
7	1875	540	Was het niet te klein, te nietig, was 't niet ongerymd, hem die zoo vorstelyk dacht, te willen binden aan de regels van spaarzaamheid en huishoudelykheid die voor anderen gelden?	S
7	1876	540	En bovendien, al mocht er dan soms voor 't oogenblik iets onevenredigs wezen tusschen inkomsten en uitgaven, was Max, háár Max, niet bestemd voor een schitterende loopbaan?	S
7	1877	540	Moest hy niet weldra in omstandigheden verkeeren, die hem zouden in-staat stellen zonder overschryding zyner inkomsten den vryen loop te laten aan zyn groothartige neigingen?	S
7	1878	540	Moest háár Max niet Gouverneur-generaal worden van dat lieve Indie, of... een koning?	S
7	1879	540	Wast 't niet vreemd zelfs, dat hy niet reeds koning wàs?	S
7	1880	541	Als er een fout by haar kon gevonden worden, dan was haar ingenomenheid met Havelaar schuld daaraan, en zoo ooit, dan zou 't hier gelden:	S
7	1881	541	dat men veel vergeven moet aan wie veel heeft lief gehad!	C
7	1882	542	Doch men had haar niets te vergeven.	C
7	1883	542	Zonder nu te deelen in de overdreven begrippen die zy van haren Max koesterde, mag men toch aannemen dat hy een goede loopbaan voor zich had, en wanneer dit gegrond uitzicht zich had verwezenlykt, zouden inderdaad de onaangename gevolgen zyner vrygevigheid weldra uit den weg te ruimen geweest zyn.	C
7	1884	542	Maar nog een reden van geheel anderen aard verontschuldigde hare en zyne schynbare zorgeloosheid.	C
7	1885	543	Ze had zeer jong haar beide ouders verloren, en was by hare familie opgevoed.	C
7	1886	543	Toen ze huwde, deelde men haar mede dat zy een klein vermogen bezat, 'tgeen dan ook werd uitbetaald, doch Havelaar ontdekte uit enkele brieven van vroeger tyd, en uit eenige losse aanteekeningen die zy in een van haar moeder afkomstige kassette bewaarde, dat haar familie zoo van vaders- als van moeders-zyde zeer ryk was geweest, zonder dat hem evenwel duidelyk worden kon, wáár, waardoor of wanneer die rykdom was verloren gegaan.	C
7	1887	543	Zyzelf, die nooit belang gesteld had in zaken van geldelyken aard, wist weinig of niets te antwoorden, toen Havelaar by haar aandrong op eenige inlichtingen aangaande de vorige bezittingen van haar verwanten.	C
7	1888	543	Haar grootvader, de baron Van W., was met Willem den vyfden naar Engeland uitgeweken en ridmeester geweest by 't leger des hertogs van York.	C
7	1889	543	Hy scheen met de uitgeweken leden der stadhouderlyke familie een vroolyk leven geleid te hebben, wat dan ook door velen werd opgegeven als oorzaak van den ondergang zyner fortuin.	C
7	1890	543	Later, by Waterloo, sneuvelde hy in een charge onder de huzaren van Boreel.	E
7	1891	543	Aandoenlyk was het, de brieven te lezen van haar vader - toen een jongeling van achttien jaren, die als luitenant by dat korps in dezelfde charge een sabelhouw op 't hoofd bekwam, aan welks gevolgen hy acht jaren later krankzinnig sterven zou - brieven aan zyn moeder, waarin hy zich beklaagde hoe hy vruchteloos op het slagveld naar 't lyk zyns vaders had gezocht.	S
7	1892	544	Wat haar afkomst van moederszyde aangaat, herinnerde zy zich dat haar grootvader op zeer aanzienlyken voet geleefd had, en uit sommige papieren bleek dat deze in het bezit was geweest van de posteryen in Zwitserland, op de wyze zooals thans nog in een groot gedeelte van Duitschland en Italie, die tak van inkomst de apanage uitmaakt der vorsten van Turn en Taxis.	C
7	1893	544	Dit deed een groot vermogen veronderstellen, maar ook hiervan was door geheel onbekende oorzaken niets, of zeer weinig althans, overgegaan op het tweede geslacht.	C
7	1894	545	Havelaar vernam 't weinige dat daarvan te vernemen was, eerst na zyn huwelyk, en by zyn nasporingen wekte het zyn verwondering dat de kassette waarvan ik zoo-even sprak - met den inhoud uit een gevoel van pieteit bewaarde, zonder te gissen dat daarin misschien stukken waren, die belang hadden uit een geldelyk oogpunt - op onbegrypelyke wyze was verloren gegaan.	S
7	1895	545	Hoe onbaatzuchtig ook, hy bouwde op deze en vele andere omstandigheden de meening dat hierachter een roman intime verscholen lag, en men mag 't hem niet euvel duiden dat hy, die voor zyn duren inborst veel behoefde, met vreugde dien roman een bly einde had zien nemen.	S
7	1896	545	Hoe 't nu wezen moog met het bestaan van dien roman, en of er al dan niet spoliatie had plaats gehad, zeker is 't dat er in Havelaars verbeelding iets geboren werd, wat men een rêve aux millions zou kunnen noemen.	S
7	1897	546	Doch alweer was 't eigenaardig dat hy die zoo nauwkeurig en scherp het recht van een ander - hoe diep ook begraven onder stoffige akten en dikwebbige chicanes - zou hebben nagespoord en verdedigd, dat hy hier waar zyn eigen belang in 't spel was, met slordigheid het oogenblik verwaarloosde, waarin misschien de zaak had moeten worden aangevat.	C
7	1898	546	Hy scheen iets als schaamte te gevoelen omdat het hier zyn eigen voordeel gold, en ik geloof zeker wanneer “zyn Tine” gehuwd ware geweest met een ander, met iemand die zich tot hem had gewend met het verzoek de spinrag te verbreken waarin haar voorouderlyk fortuin was blyven hangen, dat hy geslaagd zou zyn “de interessante wees” in 't bezit te stellen van het vermogen dat haar behoorde.	S
7	1899	546	Maar nu was die interessante wees zyn vrouw, háár vermogen was het zyne, hy vond er dus iets koopmansachtigs in, iets derogeerends, in haar naam te vragen:	S
7	1900	546	“zyt ge my niet nog iets schuldig?	S
7	1901	547	En toch kon hy dien millioenendroom niet van zich schudden, al ware het dan ook slechts om een verontschuldiging by de hand te hebben, by het dikwyls voorkomend zelfverwyt dat hy te veel geld uitgaf.	S
7	1902	548	Eerst kort voor het terugkeeren naar Java, toen hy reeds veel geleden had onder den druk van geldgebrek, toen hy zyn fier hoofd had moeten buigen onder de furca caudina van menigen schuldeischer, had hy zyn traagheid of zyn schroom kunnen overwinnen om werk te maken van de millioenen die hy meende nog te-goed te hebben.	S
7	1903	548	En men antwoordde hem met eene oude rekening-courant...	C
7	1904	548	een argument, zooals men weet, waartegen niets valt intebrengen.	C
7	1905	549	Maar ze zouden zoo spaarzaam wezen te Lebak !	C
7	1906	549	En waarom ook niet?	S
7	1907	549	Er dwalen in zoo'n onbeschaafd land, op den laten avend geen meisjes over straat, die een weinig eer te verkoopen hebben voor een weinig voedsel.	S
7	1908	549	Er zwerven daar zoo geen menschen rond, die van problematische beroepen leven.	E
7	1909	549	Daar valt het niet voor, dat een gezin op-eens te-gronde gaat door wisseling van fortuin... en van zoodanigen aard toch waren gewoonlyk de klippen waarop de goede voornemens van Havelaar strandden.	S
7	1910	549	Het getal Europeanen in die Afdeeling was zoo gering dat het niet in aanmerking komen kon, en de javaan te Lebak te arm om - by welke lotwisseling ook - belangwekkend te worden	C
7	1911	549	door nog grooter armoede.	C
7	1912	549	Dit alles overdacht Tine zoo niet - hiertoe toch had zy zich, juister dan zy uit liefde voor Max doen wilde, rekenschap moeten geven van de oorzaken	S
7	1913	549	hunner min gunstige omstandigheden - maar er lag in hun nieuwe omgeving iets dat kalmte ademde, en afwezen van alle aanleidingen - met meer of min valsch-romanesken tint dan - die vroeger Havelaar zoo dikwyls hadden doen zeggen:	C
7	1914	550	- Niet waar, Tine, dàt is nu toch een geval waaraan ik me niet onttrekken kan?	S
7	1915	551	En waarop zy altyd geantwoord had:	C
7	1916	552	- Wel neen, Max, dááraan kanje je niet onttrekken!	E
7	1917	553	We zullen zien hoe't eenvoudige, schynbaar onbewogen Lebak Havelaar	C
7	1918	553	meer kostte dan alle vorige uitspattingen van zyn hart te-zamen genomen.	S
7	1919	553	Maar dit wisten zy niet!	C
7	1920	553	Zy zagen de toekomst met vertrouwen te-gemoet, en voelden zich zoo gelukkig in hun liefde en in 't bezit van hun kind...	S
7	1921	554	- Wat al rozen in den tuin, riep Tine, en ziedaar ook rampeh en tjempaka, en zooveel melati, en zie eens al die schoone lelien...	S
7	1922	555	En, kinderen als ze waren, vermaakten zy zich met hun nieuw huis.	C
7	1923	555	En toen 's avends Duclari en Verbrugge, na een bezoek by Havelaar, terugkeerden naar hun gemeenschappelyke woning, spraken zy veel over de kinderlyke vroolykheid van de nieuw aangekomen familie.	C
7	1924	556	Havelaar begaf zich naar zyn kantoor, en bleef daar den nacht door, tot den volgenden morgen.	E
8	1925	557	Havelaar had den kontroleur verzocht, de hoofden die te Rangkas-Betoeng, aanwezig waren, uittenoodigen daar tot den volgenden dag te vertoeven om de Sebah bytewonen, die hy beleggen wilde.	E
8	1926	557	Zulk een vergadering had gewoonlyk eens in de maand plaats, doch hetzyd-i aan sommige Hoofden die wat ver van de hoofdplaats woonden - want de Afdeeling Lebak is zeer uitgestrekt - het onnoodig heen-en weerreizen wilde besparen, hetzyd-i wenschte, terstond en zonder den vastgestelden dag aftewachten, hen op plechtige wyze toetespreken, hy had den eersten Sebah -dag op den volgenden morgen bepaald.	C
8	1927	558	Links voor zyn woning, doch op 'tzelfde	C
8	1928	558	“erf” en tegenover 't huis dat mevrouw Slotering bewoonde, stond een gebouw dat gedeeltelyk de bureaux der adsistent-residentie bevatte, waartoe tevens de landskas behoorde, en gedeeltelyk bestond in een vry ruime open galery, die een zeer goede gelegenheid tot zulk een vergadering aanbood.	C
8	1929	558	Daar waren dan ook den volgenden morgen de Hoofden vroegtydig vereenigd.	E
8	1930	558	Havelaar trad binnen, groette, en nam plaats.	E
8	1931	558	Hy ontving de geschreven maandelyksche berichten over landbouw, veestapel, politie, en justitie, en legde die tot nader onderzoek ter-zyde.	E
8	1932	559	Ieder verwachtte hierop een toespraak als die welke de resident op den vorigen dag had gehouden, en het is niet geheel-en-al zeker dat Havelaar zelf van voornemen was iets anders te zeggen, doch men moest hem by zulke gelegenheden gehoord en gezien hebben om zich voortestellen hoe hy, by toespraken als deze, zich opwond en door zyn eigenaardige wyze van spreken aan de bekendste zaken een nieuwe kleur meedeelde, hoe zich dan zyn houding oprichtte, hoe zyn blik vuur schoot, hoe zyn stem van 't vleiend zachte in 't vlymend scherpe overging, hoe de beelden van zyn lippen vloeiden als strooide hy iets kostbaars om zich heen dat toch hèm niets kostte, en hoe, als hy ophield, ieder hem aanstaarde met open mond als om te vragen:	S
8	1933	559	“myn God, wie zyt ge?	S
8	1934	560	Het is waar dat hyzelf, die by zulke gelegenheid sprak als een apostel, als een ziener, later niet juist wist hoe hy gesproken had, en zyn welsprekendheid had dan ook meer de eigenschap van te verbazen en te treffen, dan door bondigheid van redeneering te overtuigen.	S
8	1935	560	Hy zou den krygslust der Atheners, zoodra tot den oorlog tegen Philippus besloten was, tot dolzinnigheid hebben kunnen aanvuren, maar minder goed waarschynlyk zou hy geslaagd zyn, als zyn taak geweest ware hen door redeneering tot dien oorlog te bewegen.	E
8	1936	560	Zyn aanspraak tot de Lebaksche hoofden was natuurlyk in 't maleisch, en ontleende hieraan een eigenaardigheid temeer, daar de eenvoudigheid der oostersche talen aan veel uitdrukkingen een kracht verleent, die in ònze idiomen door litterarische gekunsteldheid is verloren gegaan, terwyl aan den anderen kant het zoetvloeiende van 't maleisch moeielyk in eenige andere taal is weertegeven.	C
8	1937	560	Men bedenke bovendien, dat het meerendeel zyner hoorders uit eenvoudige, doch geenszins domme menschen bestond, en tevens dat het Oosterlingen waren, wier indrukken zeer verschillen van de onze.	C
8	1938	561	Havelaar moet nagenoeg aldus gesproken hebben:	C
8	1939	562	Mynheer de Radhen Adhipatti, Regent van Bantan-Kidoel, en gy, Radhens Dhemang die Hoofden zyt der distrikten in deze Afdeeling, en gy, Radhen Djaksa die de justitie tot uw ambt hebt, en ook gy, Radhen Kliwon die gezag voert op de hoofdplaats, en gy Radhens, Mantries, en allen die Hoofden zyt in de afdeeling Bantan-Kidoel, ik groet u!	C
8	1940	563	En ik zeg u dat ik vreugde voel in myn hart, nu ik hier u allen vergaderd zie, luisterende naar de woorden van myn mond.	S
8	1941	564	Ik weet dat er onder u lieden zyn, die uitsteken in kennis en in braafheid van hart:	S
8	1942	564	ik hoop myn kennis door de uwe te vermeerderen, want zy is niet zoo groot als ik wenschte.	S
8	1943	564	En ik heb wel de braafheid lief, maar dikwyls	S
8	1944	564	bespeur ik dat er in myn gemoed fouten zyn, die de braafheid overschaduwen en daaraan den groei benemen... gy allen weet hoe de groote boom den kleinen verdringt en doodt.	S
8	1945	564	Daarom zal ik letten op degenen onder u, die uitstekend zyn in deugd, om te trachten beter te worden dan ik ben.	S
8	1946	565	Ik groet u allen zeer.	C
8	1947	566	Toen de Gouverneur-generaal my gelastte tot u te gaan om adsistent-resident te zyn in deze afdeeling, was myn hart verheugd.	S
8	1948	566	Het kan u bekend zyn dat ik nooit Bantan-Kidoel had betreden.	S
8	1949	566	Ik liet my dus geschriften geven, die over uwe afdeeling handelen, en heb gezien dat er veel goeds is in Bantan-Kidoel.	S
8	1950	566	Uw volk bezit rystvelden in de dalen, en er zyn rystvelden op de bergen.	C
