sentence_id	paragraph_id	chapter_id	sentences
1245	367	5	De Javaan is gul, vooral waar het te doen is om een bewys te geven van gehechtheid aan zyn Hoofd, aan den afstammeling van hen wien zyn vaderen gehoorzaamden.
1246	367	5	Ja, hy zou meenen te-kort te doen aan den eerbied dien hy aan zyn erfelyken heer verschuldigd is, wanneer hy zonder geschenken diens kratoon betrad.
1247	367	5	Zulke geschenken zyn dan ook dikwyls van zoo weinig waarde, dat het afwyzen iets vernederends zou in zich sluiten, en vaak is alzoo deze gewoonte eerder te vergelyken met de hulde van een kind dat zyn liefde tot den vader tracht te uiten door 't aanbieden van een klein geschenk, dan optevatten als schatting aan dwingelandsche willekeur.
1248	368	5	Maar... aldus wordt door een lief gebruik, de afschaffing van misbruik belemmerd.
1249	368	5	Indien de aloen-aloen voor de woning van den Regent in verwilderden staat lag, zou de nabywonende bevolking hierover beschaamd wezen, en er ware veel gezags
1250	368	5	noodig om haar te beletten dat plein van onkruid te reinigen, en het te brengen in een staat die met den rang des Regents overeenstemt.
1251	368	5	Hiervoor eenige betaling te geven, zou algemeen als een beleediging worden aangemerkt.
1252	368	5	Maar naast dien aloen-aloen, of elders, liggen Sawah's die op den ploeg wachten, of op een leiding die het water daarheen moet voeren, dikwyls van mylen ver... deze Sawah's behooren den Regent.
1253	368	5	Hy roept, om zyn velden te bewerken of te besproeien, de bevolking van gansche dorpen op, wier eigen Sawah's evenzeer behoefte hebben aan bearbeiding... ziedaar het misbruik.
1254	369	5	Dit is aan de Regeering bekend, en wie de staatsbladen leest, waarin de wetten, instruktien en handleidingen voor de ambtenaren bevat zyn, juicht de menschlievendheid toe, die by het ontwerpen daarvan schynt te hebben voorgezeten.
1255	369	5	Alom wordt den Europeaan, met gezag in de binnenlanden bekleed, als een zyner duurste verplichtingen op 't hart gedrukt, de bevolking te beschermen tegen haar eigen onderworpenheid en de hebzucht der Hoofden.
1256	369	5	En, als ware het niet genoeg, deze verplichting voorteschryven in 't algemeen, er wordt nog van de adsistent-residenten, by de aanvaarding van 't bestuur eener afdeeling, een afzonderlyke eed gevorderd, dat zy deze vaderlyke zorg voor de bevolking zullen beschouwen als een eersten plicht.
1257	370	5	Dit is voorzeker een schoone roeping.
1258	370	5	Rechtvaardigheid voortestaan, den geringe te beschermen tegen den machtige, den zwakke te beschutten tegen de overmacht van den sterke, het ooilam van den arme terug te vorderen uit de stallen des vorstelyken roovers... zie,
1259	370	5	't is om 't hart te doen gloeien van genot, by 't denkbeeld dat men geroepen is tot iets zóó schoons!
1260	370	5	En wie in de javasche binnenlanden soms ontevreden moge zyn met standplaats of belooning, hy sla het oog op den verheven plicht die op hem rust, op 't heerlyk genoegen dat de vervulling van zulk een plicht met zich brengt, en hy zal geen andere belooning begeeren.
1261	371	5	Maar... gemakkelyk is deze plicht niet.
1262	371	5	Vooreerst hebbe men juist te beoordeelen, waar het gebruik heeft opgehouden om voor misbruik plaats te maken?
1263	371	5	En... waar het misbruik bestaat, waar inderdaad roof of willekeur gepleegd is, zyn veelal de slachtoffers zelf hieraan medeplichtig, hetzy uit te ver gedreven onderwerping, hetzy uit vrees, hetzy uit wantrouwen op den wil of de macht der persoon die hen beschermen moet.
1264	371	5	Ieder weet dat de europesche beambte elk oogenblik kan geroepen worden tot een andere betrekking, en dat de Regent, de machtige Regent, dáár blyft.
1265	371	5	Voorts zyn er zoo véél manieren om zich het eigendom van een arm onnoozel mensch toeteëigenen!
1266	371	5	Als een mantrie hem zegt dat de Regent zyn paard begeert, met dit gevolg dat het begeerde dier weldra plaats heeft gekregen in de stallen van den Regent, bewyst zulks nog volstrekt niet
1267	371	5	dat deze niet van voornemen was - o, zeker!
1268	371	5	- daarvoor een hoogen prys te betalen...
1269	371	5	te-eeniger-tyd.
1270	371	5	Als honderden arbeiden op de velden van een Hoofd, zonder daarvoor betaling te ontvangen, volgt hieruit geenszins dat hy dit liet geschieden ten zynen behoeve.
1271	371	5	Had niet zyn bedoeling kunnen zyn, hun den oogst overtelaten uit de menschlievende berekening dat zyn grond beter gelegen was, vruchtbaarder dan de hunne, en dus hun arbeid milder beloonen zou?
1272	372	5	Bovendien, vanwaar haalt de europesche beambte de getuigen die den moed hebben een verklaring te doen tegen hun heer, den gevreesden Regent?
1273	372	5	En, waagde hy een beschuldiging, zonder die te kunnen bewyzen, waar blyft dan de verhouding van ouder broeder, die in zulk geval zyn jongeren broeder zonder grond zou hebben gekrenkt in zyn eer?
1274	372	5	Waar blyft de gunst van de Regeering, die hem brood geeft voor dienst, maar hem dat brood opzegt, hem ontslaan zou als onbekwaam, wanneer hy een zoo hooggeplaatst persoon als een Tommongong, Adhipatti of Pangerang had verdacht of aangeklaagd met ligtvaardigheid?
1275	373	5	Neen, neen, gemakkelyk is die plicht niet!
1276	373	5	Dit blykt reeds hieruit, dat de neiging der inlandsche Hoofden om de grens van 't geoorloofd beschikken over arbeid en eigendom hunner onderhoorigen te overschryden, overal volmondig erkend wordt...
1277	373	5	dat alle adsistent-residenten den eed doen die misdadige hebbelykheid te-keer te gaan, en... dat toch slechts zeer zelden een Regent wordt aangeklaagd wegens willekeur of misbruik van gezag.
1278	374	5	Er schynt dus wel een byna-onoverkomelyke moeielykheid te bestaan, om gevolg te geven aan den eed: ” de inlandsche bevolking te beschermen tegen uitzuiging, en knevelary.
1279	375	6	De kontroleur Verbrugge was een goed mensch.
1280	375	6	Als men hem daar zag zitten in zyn blauw-lakenschen frak, met geborduurde eiken- en oranjetakken op kraag en mouw-opslagen, was 't moeielyk in hem den type te miskennen
1281	375	6	die voorheerscht onder de Hollanders in Indie...
1282	375	6	een menschensoort, in 't voorbygaan gezegd, die zeer onderscheiden is van de Hollanders in Holland.
1283	375	6	Traag zoolang er niets te doen viel, en ver van de beredderingzucht die in Europa voor yver geldt, maar yverig waar bezigheid noodig was... eenvoudig maar hartelyk voor wie tot zyn omgeving behoorden... mededeelzaam, hulpvaardig en gastvry... welgemanierd zonder styfheid...
1284	375	6	vatbaar voor goede indrukken... eerlyk en oprecht, zonder evenwel lust te voelen de martelaar van deze hoedanigheden te worden...
1285	375	6	in 't kort, hy was een man die, zooals men 't noemt, overal op zyn plaats zou wezen, zonder dat men echter op 't denkbeeld komen zou de eeuw naar hem te noemen, wat hy dan ook niet begeerde.
1286	376	6	Hy zat in 't midden van de pendoppo by de tafel die met een wit kleed bedekt, en met spyzen beladen was.
1287	376	6	Wel eenigszins ongeduldig vroeg hy van-tyd tot-tyd, met de woorden der zuster van mevrouw Blauwbaard, aan den mandoor -oppasser, dat is het hoofd van de policie- en bureaudienaren der adsistent-residentie, of er niets in aantocht was?
1288	376	6	Dan stond hy eens op, beproefde vergeefs zyn sporen te doen kletteren op den gestampten kleivloer van de pendoppo, stak voor de twintigste maal zyn sigaar aan, en ging, als te-leurgesteld, weer zitten.
1289	376	6	Hy sprak weinig.
1290	377	6	En toch had hy kùnnen spreken, want hy was niet alleen.
1291	377	6	Ik bedoel hiermee nu juist niet dat hy vergezeld was van de twintig of dertig Javanen, bedienden, mantries en oppassers die op den grond gehurkt in en buiten de pendoppo zaten, noch van de velen die aanhoudend uit-en inliepen, noch van 't groot aantal inlanders van verschillenden rang, dat daar buiten de paarden vasthield, of te-paard rondreed... neen, de Regent zelf van Lebak, Radhen Adhipatti Karta
1292	377	6	Natta Nagara
1293	377	6	, zat tegenover hem.
1294	378	6	Wachten is altyd vervelend.
1295	378	6	Een kwartier duurt een uur, een uur een halven dag, en zoo voort.
1296	378	6	Verbrugge had wel wat spraakzamer mogen zyn.
1297	378	6	De Regent van Lebak was een beschaafd oud man, die over veel wist te spreken met verstand en oordeel.
1298	378	6	Men had hem slechts aantezien om overtuigd te wezen dat het meerendeel der Europeanen die met hem in aanraking kwamen, meer van hem, dan hy van hen te leeren had.
1299	378	6	Zyn levendige donkere oogen weerspraken door hun vuur de vermoeidheid der trekken van zyn gelaat en de grysheid zyner haren.
1300	378	6	Wat hy zeide, was gewoonlyk lang overdacht - een eigenaardigheid trouwens die by den beschaafden Oosterling algemeen is - en wanneer men met hem in gesprek was, gevoelde men dat men zyn woorden te beschouwen had als brieven, waarvan hy de minuut in zyn archief had, om zoo noodig daarop te verwyzen.
1301	378	6	Dit nu moge onaangenaam schynen voor wie niet gewoon is aan den omgang met javaansche grooten, 't is niet moeielyk alle onderwerpen van gesprek die aanstoot geven kunnen, te vermyden, vooral daar zy van hùn kant nooit op bruske wyze aan den loop van 't onderhoud een andere richting geven zullen, omdat dit naar oostersche begrippen in-stryd wezen zou met den goeden toon.
1302	378	6	Wie dus oorzaak heeft het aanroeren van een bepaald punt te vermyden, behoeft slechts over onbeduidende zaken te spreken, en hy kan verzekerd zyn dat een javaansch hoofd hem niet, door een onbegeerde wending in 't gesprek, zal voeren op een terrein dat hy liever niet betrad.
1303	379	6	Over de beste wijze van omgang met die hoofden, bestaan overigens verschillende meeningen.
1304	379	6	Het komt my voor dat eenvoudige oprechtheid, zonder streven naar diplomatische voorzichtigheid, de voorkeur verdient.
1305	380	6	Hoe dit zy,
1306	380	6	Verbrugge begon met een banale opmerking over 't weêr en den regen.
1307	381	6	- Ja, mynheer de kontroleur, het is westmoesson.
1308	382	6	Dit nu wist Verbrugge wel:
1309	382	6	men was in Januari.
1310	382	6	Maar wat hy over den regen gezegd had, wist de Regent ook.
1311	382	6	Hierop volgde weder eenig zwygen.
1312	382	6	De Regent wenkte met een nauw zichtbare beweging van 't hoofd, een der bedienden die neergehurkt zaten aan den ingang der pendoppo.
1313	382	6	Een kleine jongen, allerliefst gevat in een blauw-fluweelen buis, witten pantalon, met gouden lyfband die zyn kostbaren sarong, vasthield om de lenden, en op 't hoofd den behagelyken kain kapala, waaronder zyn zwarte oogen zoo ondeugend te-voorschyn kwamen, kroop hurkende tot aan de voeten des Regents, zette de gouden doos neder, die de tabak, de kalk, de sirie, de pinang, en de gambier bevatte, maakte den slamat, door beide handen saamgevoegd opteheffen tot aan het diep neergebogen voorhoofd, en bood daarop zyn heer de kostbare doos aan.
1314	383	6	De weg
1315	383	6	zal moeielyk zyn na zooveel regen, zei de Regent, als om 't lang wachten verklaarbaar te maken, terwyl hy een betelblad met kalk bestreek.
1316	384	6	- In 't Pandeglangsche is de weg zoo slecht niet, antwoordde Verbrugge die, als hy ten-minste niets stuitends wilde aanroeren, dit antwoord wel wat ondoordacht gaf.
1317	384	6	Want hy had moeten bedenken dat een Regent van Lebak niet gaarne de wegen van Pandeglang hoort roemen, al zyn die dan ook werkelyk beter dan in 't Lebaksche.
1318	385	6	De Adhipatti beging de fout van een te snel antwoord niet.
1319	385	6	De kleine maas was reeds al hurkend achterwaarts teruggekropen tot aan den ingang der pendoppo, waar hy onder zyn makkers plaats nam...
1320	385	6	de Regent had reeds zyn lippen en weinige tanden bruinrood geverwd met het speeksel zyner sirie, voor hy zeide:
1321	386	6	- Ja, er is veel volk in Pandeglang.
1322	387	6	Voor wien den Regent en den kontroleur kende, voor wien de toestand van Lebak geen geheim was, had het duidelyk kunnen blyken dat het gesprek reeds een stryd was geworden.
1323	387	6	Een toespeling namelyk op den beteren staat der wegen in een naburige afdeeling, scheen het vervolg te wezen op vergeefsche pogingen om ook in Lebak dusdanige betere wegen te doen aanleggen, of de bestaande beter te onderhouden.
1324	387	6	Doch hierin had de Regent gelyk, dat Pandeglang dichter bevolkt was, vooral in verhouding tot de veel kleinere oppervlakte, en dat dus dáár de arbeid aan de groote wegen, door vereende krachten ligter viel dan in 't Lebaksche, een afdeeling die op honderde palen oppervlakte, slechts zeventigduizend inwoners telde.
1325	388	6	- Dat is waar, zei Verbrugge, we hebben weinig volk hier, maar...
1326	389	6	De Adhipatti zag hem aan, als wachtte hy een aanval af.
1327	389	6	Hy wist dat er na dat ”maar“ iets volgen kon, dat onaangenaam zou te hooren zyn voor hem, die sedert dertig jaren Regent van Lebak geweest was.
1328	389	6	Het scheen dat Verbrugge op dit oogenblik geen lust had den stryd voorttezetten.
1329	389	6	Althans hy brak 't gesprek af, en vroeg weder aan den mandoor -oppasser of hy niets komen zag?
1330	390	6	- Ik zie nog niets van den kant van Pandeglang, mynheer de kontroleur, maar daar-ginds aan de andere zyde rydt iemand te-paard...
1331	390	6	het is de toewan kommendaan.
1332	391	6	- Welzeker, Dongso, zei Verbrugge naar buiten starende, dat is de kommandant!
1333	391	6	Hy jaagt in deze buurt, en is vanmorgen vroeg reeds uitgegaan.
1334	391	6	Hé, Duclari... Duclari!
1335	392	6	- Hy hoort u al, mynheer, hy komt hierheen.
1336	392	6	Zyn jongen rydt achter hem, met een kidang achter zich over 't paard.
1337	393	6	- Pegang koedahnja toewan kommendaan gebood
1338	393	6	Verbrugge
1339	393	6	aan een der bedienden die buiten zaten.
1340	393	6	Bonjour, Duclari!
1341	393	6	Ben je nat?
1342	393	6	Wat heb je geschoten?
1343	393	6	Kom binnen!
1344	394	6	Een krachtig man van dertigjarigen leeftyd en flinke militaire houding, hoewel van uniform geen spoor was, trad de pendoppo in.
1345	394	6	Het was de eerste-luitenant Duclari, kommandant van 't kleine garnizoen te Rangkas-Betoeng.
1346	394	6	Verbrugge en hy waren bevriend, en hun gemeenzaamheid was te grooter, daar Duclari sedert eenigen tyd de woning van Verbrugge betrokken had in afwachting der voltooiing van een nieuw fort.
1347	394	6	Hy drukte dezen de hand, groette den Regent beleefd, en ging zitten onder de vraag:
1348	394	6	”wel, wat heb je al zoo hier?
1349	395	6	- Wil je thee, Duclari?
1350	396	6	- Wel neen,
1351	396	6	ik ben warm genoeg!
1352	396	6	Heb je geen klapperwater?
1353	396	6	Dat is frisscher.
1354	397	6	- Dat laat ik je niet geven.
1355	397	6	Als men warm is, houd ik klapperwater voor heel nadeelig.
1356	397	6	Je wordt er styf en jichtig van.
1357	397	6	Zie eens
1358	397	6	de koelies die zware vrachten over de bergen dragen:
1359	397	6	zy houden zich vlug en lenig door heet water te drinken, of koppi dahoen.
1360	397	6	Maar gemberthee is nog beter...
1361	398	6	- Wat?
1362	398	6	Koppi dahoen, thee van koffibladen?
1363	398	6	Dat heb ik nog nooit gezien.
1364	399	6	- Omdat je niet op Sumatra gediend hebt.
1365	399	6	Daar is 't de gewoonte.
1366	400	6	- Laat me dan maar thee geven... maar niet van koffibladen, en ook niet van gember.
1367	400	6	Ja, je bent op Sumatra geweest... en de nieuwe adsistent-resident ook, niet waar?
1368	401	6	Dit gesprek werd in 't hollandsch gevoerd, een taal die de Regent niet verstond.
1369	401	6	Hetzy Duclari gevoelde dat er iets onbeleefds in lag, hem hierdoor van 't onderhoud uittesluiten, hetzyd-i hiermee een andere bedoeling had, op-eenmaal ging hy, zich tot den Regent wendende, in 't maleisch voort:
1370	402	6	- Weet mynheer de Adhipatti, dat m'nheer de kontroleur den nieuwen adsistent-resident kent?
1371	403	6	- Wel neen, dát heb niet gezegd, ik heb hem nooit gezien.
1372	403	6	Hy diende eenige jaren vóór my op Sumatra.
1373	403	6	Ik heb je maar gezegd dat ik daar veel over hem heb hooren spreken, anders niet!
1374	404	6	- Nu, dit komt op 'tzelfde neer.
1375	404	6	Men behoeft iemand juist niet te zien om hem te kennen.
1376	404	6	Hoe denkt m'nheer de Adhipatti hierover?
1377	405	6	De Adhipatti had juist noodig een bediende te roepen.
1378	405	6	Er verliep dus wat tyd voor hy zeggen kon:
1379	405	6	”dat hy met den heer kommandant instemde
1380	405	6	, maar dat het toch dikwyls noodig was iemand te zien voor men hem beoordeelen kon.“
1381	406	6	- Over 't geheel genomen is dit misschien waar, ging nu Duclari in 't hollandsch voort - hetzy
1382	406	6	omdat deze taal hem gemeenzamer was en hy meende genoeg gedaan te hebben voor de beleefdheid, hetzy omdat hy alleen door Verbrugge verstaan wilde worden - dit moge in 't algemeen waar zyn, maar omtrent Havelaar heeft men waarachtig geen persoonlyke kennismaking noodig...
1383	406	6	hy is een gek!
1384	407	6	- Dat heb ik niet gezegd, Duclari!
1385	408	6	- Neen, jy hebt dat niet gezegd, maar ik zeg het na al wat je my van hem verteld hebt.
1386	408	6	Ik noem iemand die in 't water springt om een hond te redden van de haaien, een gek.
1387	409	6	- Nu ja, verstandig is 't zeker niet.
1388	409	6	Maar...
1389	410	6	- En, hoor eens, dat versje tegen den generaal
1390	410	6	Vandamme...
1391	410	6	't kwam niet te-pas!
1392	411	6	- 't Was geestig...
1393	412	6	- Tot je dienst!
1394	412	6	Maar een jong mensch mag niet geestig zyn tegen een generaal.
1395	413	6	- Je moet in 't oog houden dat hy nog zeer jong was...
1396	413	6	het is veertien jaar geleden.
1397	413	6	Hy was toen maar twee-en-twintig jaar oud.
1398	414	6	- En dan de kalkoen dien hy stal!
1399	415	6	- Dat deed hy om den generaal te plagen.
1400	416	6	- Juist!
1401	416	6	Een jong mensch mag geen generaal plagen, die bovendien, als civiel gouverneur, zyn chef was.
1402	416	6	Dat andere versje vind ik aardig, maar ... dat eeuwige duelleeren!
1403	417	6	- Hy deed het gewoonlyk voor een ander.
1404	417	6	Hy trok altyd party voor den zwakste.
1405	418	6	- Wel laat ieder voor zichzelf duelleeren, als men het dan volstrekt doen wil!
1406	418	6	Ik voor my geloof dat een duel zelden noodig is.
1407	418	6	Waar 't onvermydelyk was, zou ook ik een uitdaging aannemen, en in zekere gevallen zelf uitdagen, maar om daarvan dagelyksch werk te maken...
1408	418	6	dank je!
1409	418	6	Het is te hopen dat hy veranderd is op dit punt.
1410	419	6	- Wel zeker, daar is geen twyfel aan!
1411	419	6	Hy is nu zooveel ouder, daarby sedert langen tyd getrouwd, en adsistent-resident.
1412	419	6	Bovendien, ik heb altyd gehoord dat zyn hart goed was, en dat hy een warm gevoel had voor recht.
1413	420	6	- Nu, dat zal hem te-pas komen in Lebak !
1414	420	6	Daar is me juist iets voorgekomen, dat... zou de Regent ons verstaan?
1415	421	6	- Ik geloof 't niet.
1416	421	6	Maar toon my iets uit je weitasch, dan denkt hy dat we dáárover spreken.
1417	422	6	Duclari nam zyn weitasch, haalde daaruit een paar boschduiven, en die vogels betastende als sprak hy over de jacht, deelde hy
1418	422	6	Verbrugge mede dat hy zoo-even in 't veld was nageloopen door een Javaan, die hem gevraagd had of hy niet iets doen kon tot verligting van den druk waaronder de bevolking zuchtte?
1419	423	6	- En, ging hy voort, dit is zeer sterk, Verbrugge!
1420	423	6	Niet dat ik me verwonder over de zaak zelf.
1421	423	6	Ik ben lang genoeg in 't Bantamsche om te weten wat hier voorvalt, maar dat de geringe Javaan, gewoonlyk zoo omzichtig en terughoudend waar 't zyn hoofden geldt, zoo-iets vraagt aan iemand die er niets mee te maken heeft, dit bevreemdt my!
1422	424	6	- En wat heb je geantwoord, Duclari?
1423	425	6	- Wèl, dat het me niet aanging!
1424	425	6	Dat hy tot u moest gaan, of tot den nieuwen adsistent-resident, als die zou aangekomen zyn te Rangkas-Betoeng, en dáár zyn klachten uiten.
1425	426	6	- Ienie apa
1426	426	6	toewan-toewan datang!
1427	426	6	riep op-eenmaal de oppasser Dongso.
1428	426	6	Ik zie een mantrie die met zyn toedoeng wuift.
1429	427	6	Allen stonden op.
1430	427	6	Duclari, die niet door zyn tegenwoordigheid in de pendoppo den schyn wilde aannemen als ware ook hy aan de grenzen ter verwelkoming van den adsistent-resident, die wel zyn meerdere doch niet zyn chef, en bovendien een gek was, steeg te-paard, en reed door zyn bediende gevolgd, heen.
1431	428	6	De Adhipatti en Verbrugge stelden zich aan den ingang van de pendoppo, en zagen een door vier paarden getrokken reiswagen naderen, die weldra vry bemodderd by 't bamboezen gebouwtje stilhield.
1432	429	6	Het zou moeielyk geweest zyn te raden wat er zich al zoo in dien wagen bevond, voor Dongso, geholpen door de loopers en een tal van bedienden die tot het gevolg van den Regent behoorden, al de riemen en knoopsels hadden losgemaakt, die het voertuig hielden ingesloten met een zwart lederen foedraal dat aan de diskretie herinnerde, waarmee in vroeger jaren leeuwen en tygers de stad inkwamen, toen de zoölogische tuinen nog reizende dierenspellen waren.
1433	429	6	Leeuwen of tygers
1434	429	6	nu waren er in den wagen niet.
1435	429	6	Men had alles maar zoo zorgvuldig gesloten omdat het westmoesson was, en men dus op regen moest bedacht zyn.
1436	429	6	Nu is 't uitstappen uit een reiswagen waarin men lang over den weg gehotst heeft, niet zoo gemakkelyk als iemand die nooit of weinig gereisd heeft, zich verbeelden zou.
1437	429	6	Nagenoeg als de arme Sauriers uit de voorwereld, die door lang wachten ten-laatste een integreerend deel uitmaken van de klei, waarin ze aanvankelyk niet gekomen waren met het plan om er te blyven, heeft er ook by reizigers die wat nauw op-één gedrukt en in gedwongen houding, te lang in een reiswagen gezeten hebben, iets plaats, wat ik u voorstel assimilatie te noemen.
1438	429	6	Men weet eindelyk niet juist meer waar 't lederen kussen van den wagen ophoudt, en waar de ikheid aanvangt, ja, het denkbeeld is me niet vreemd dat men in zulk een wagen kiespyn of kramp hebben kan, die men voor mot in 't laken aanziet, of omgekeerd.
1439	430	6	Er zyn weinig omstandigheden in de stoffelyke wereld, die den denkenden mensch geen aanleiding geven tot het maken van opmerkingen op verstandelyk gebied, en zoo heb ik myzelf dikwyls afgevraagd of niet veel dwalingen die onder ons kracht van wet hebben, veel ”scheefheden“ die wy voor ”recht“ houden, hieruit voortvloeien, dat men te lang met hetzelfde gezelschap in denzelfden reiswagen heeft gezeten?
1440	430	6	Het been dat ge daar links uitsteken moest, tusschen de hoededoos en 't mandje met kersen...
1441	430	6	de knie die ge tegen 't portier gedrukt hield, om de dame tegenover u niet te doen denken dat ge een aanval in den zin hadt op krinoline of deugd... de gelikdoornde voet die zoo bang was voor de hakken van den commis-voyageur naast u...
1442	430	6	de hals dien ge zoo lang links moest wenden, omdat het drupt aan de rechterzyde..
1443	430	6	zie, dat worden zoo alle ten-laatste halzen, en knieën, en voeten, die iets verdraaids bekomen.
1444	430	6	Ik houd het voor goed, van tyd tot-tyd eens te wisselen van wagens, zitplaats en medereizigers.
1445	430	6	Men kan dan zyn hals eens anders wenden, men beweegt nu-en-dan zyn knie, en misschien zit er eens een juffrouw naast ons met dansschoenen, of een jongetje wiens beentjes den grond niet raken.
1446	430	6	Men heeft dan meer kans om recht te zien en recht te loopen, zoodra men weer vasten grond onder de voeten krygt.
1447	431	6	Of er ook in den wagen, die nu voor de pendoppo stilhield, zich iets verzette tegen de ”oplossing der continuiteit
1448	431	6	“ weet ik niet, maar zeker is 't dat het lang duurde voor er iets te voorschyn kwam.
1449	431	6	Er scheen een stryd van hoffelykheid gevoerd te worden.
1450	431	6	Men vernam de woorden:
1451	431	6	”als 't u belieft, mevrouw!
1452	431	6	“ en ”resident!
1453	431	6	Hoe dit zy, eindelyk stapte er een heer uit, die in houding en voorkomen wel iets vertoonde dat denken deed aan de Sauriers waarvan ik zoo-even gesproken heb.
1454	431	6	Daar wy hem later zullen weerzien, wil ik u maar terstond zeggen dat zyn onbewegelykheid niet uitsluitend moest geweten worden aan de assimilatie met den reiswagen, want dat hy, ook als er op mylen afstands geen voertuig in de buurt was, een kalmte, een langzaamheid en een voorzichtigheid aan den dag leî, die menigen Saurier jaloersch maken zou, en die in de oogen van velen de kenmerken zyn van deftigheid, bezadigdheid en wysheid.
1455	431	6	Hy was, zooals de meeste Europeanen in Indie, zeer bleek, hetgeen echter in die streken geenszins voor een blyk van minder goede gezondheid wordt gehouden, en hy had fyne trekken die wel getuigden van verstandelyke ontwikkeling.
1456	431	6	Alleen was er iets kouds in zyn blik, iets wat u denken deed aan een logarithmentafel, en hoewel zyn voorkomen over 't geheel niet onbehagelyk of terugstootend was, kon men zich toch niet onthouden van de verdenking dat zyn vry groote magere neus zich op dat gelaat verveelde, omdat er zoo weinig op voorviel.
1457	432	6	Met beleefdheid bood hy zyn hand aan een dame, om haar by het uitstygen behulpzaam te zyn, en nadat deze van een heer die nog in den wagen zat, een kind had aangenomen, een klein blond jongetje van een jaar of drie, traden zy de pendoppo in.
1458	432	6	Daarop volgde die heer zelf, en wien op Java bekend was, zou het als een byzonderheid in 't oog gevallen zyn, dat hy by 't portier wachtte om 't uitstygen gemakkelyk te maken aan een oude javaansche baboe.
1459	432	6	Een drietal bedienden hadden zichzelf verlost uit het wasleêren kastje, dat achter den wagen was vastgeplakt als een jonge oester op den rug van zyn mama.
1460	433	6	De heer die het eerst was uitgestegen, had den Regent en den kontroleur
1461	433	6	Verbrugge
1462	433	6	de hand geboden, die zy met eerbied aannamen, en in hun geheele houding was te bespeuren dat zy gevoelden zich in de tegenwoordigheid te bevinden van een gewicht persoon.
1463	433	6	Het was de resident van Bantam, de groote landstreek waarvan Lebak een afdeeling, een regentschap, of, zooals men officieel zegt, een adsistent-residentie is.
1464	434	6	By 't lezen van verdichte verhalen, heb ik my meermalen geërgerd over den weinigen eerbied der schryvers voor den smaak van 't publiek, en vooral was dit het geval, waar zy blyk gaven iets te willen voortbrengen dat koddig of burlesk heeten moest, om nu niet van humor te spreken, een eigenaardigheid die byna doorgaande allerjammerlykst wordt verward met het komieke.
1465	434	6	Men voert een persoon sprekende in, die de taal niet verstaat of slecht uitspreekt, men laat een franschman zeggen:
1466	434	6	”ka kauw na de krote krak“ of ”krietje kooit keen kare kroente kraak wek.
1467	434	6	“ By-gebrek aan een franschman, neemt men iemand die stamelt, of men ”schept“ een persoon die zyn stokpaardje maakt van een paar telkens wederkeerende woorden.
1468	434	6	Ik heb een allerzotste vaudeville zien
1469	434	6	”réusseeren
1470	434	6	“ omdat daarin iemand voorkwam, die gedurig zeide:
1471	434	6	” myn naam is Meyer.
1472	434	6	My komen zulke geestigheden wat goedkoop voor, en, om de waarheid te zeggen, ik ben boos op u als ge zoo-iets grappig vindt.
1473	435	6	Maar nu heb ikzelf u iets dergelyks voortestellen.
1474	435	6	Ik moet van-tyd tot-tyd iemand ten-tooneele voeren - ik zal 't zoo weinig mogelyk doen - die inderdaad een manier van spreken had, welke my doet vreezen verdacht te worden van een mislukte poging om u te doen lachen, en hierom moet ik u uitdrukkelyk verzekeren dat het niet myn schuld is, als de hoogstdeftige resident van Bantam, van wien hier de rede is, iets zóó eigenaardigs vertoonde in zyn wyze van spreken, dat het me moeielyk valt dat weertegeven, zonder den schyn op me te laden dat ik effekt van geestigheid zoek in een tic.
1475	435	6	Hy sprak namelyk op een toon, alsof achter elk woord een punt stond, of zelfs een lang rustteeken, en ik kan de ruimte tusschen zyn woorden niet beter vergelyken dan by de stilte die er volgt op het ”amen“ na een lang gebed in de kerk, hetwelk zooals ieder weet, een sein is dat men den tyd heeft tot verzitten, hoesten of neussnuiten.
1476	435	6	Wat hy zeide, was gewoonlyk goed overdacht, en wanneer hy zich die ontydige rustpunten had kunnen afwennen, zouden zyn zinsneden, uit een redekunstig oogpunt althans, meestal een gezond aanzien gehad hebben.
1477	435	6	Maar al dat afbrokkelen, dat stooterige en hobbelige, maakte het aanhooren lastig.
1478	435	6	Men viel er dan ook dikwyls over.
1479	435	6	Want gewoonlyk, als men begonnen was te antwoorden in de goedige meening dat de zin uit was, en dat hy de aanvulling van 't ontbrekende aan de scherpzinnigheid van zyn toehoorder overliet, kwamen de nog ontbrekende woorden als trainards van een geslagen leger achteraan, en deden u gevoelen dat ge hem in de rede waart gevallen, wat altyd onaangenaam is.
1480	435	6	Het publiek der hoofdplaats Serang, voor-zoo-ver men niet in dienst stond van 't gouvernement - een verhouding die den meesten iets omzichtigs geeft - noemde zyn gesprekken
1481	435	6	”slymerig.
1482	435	6	Ik vind dit woord niet zeer smaakvol, doch moet erkennen dat het de hoofdeigenschap van des residents welsprekendheid vry juist uitdrukte.
1483	436	6	Ik heb van Max Havelaar en zyn vrouw - want dit waren de beide personen die na den resident met hun kind en de baboe uit den wagen gekomen waren - nog niets gezegd, en misschien ware het voldoende, de kenschetsing van hun voorkomen en karakter aan den loop der gebeurtenissen en des lezers eigen verbeelding overtelaten.
